REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2014,ADS-PECAN ROW-EVERGREEN LANDFILLS,1001636,2995 WETHERINGTON LANE,30.81501,-83.36245,VALDOSTA,LOWNDES COUNTY,GA,31601,"ADS Waste Holdings, Inc (100%);",164077,HH
2014,SUPERIOR LANDFILL & RECYCLING CENTER,1003569,3001 LITTLE NECK ROAD,32.026062,-81.278547,SAVANNAH,CHATHAM,GA,31419,WASTE MANAGEMENT INC (100%);,64943,"C,HH"
2014,Scherer,1001051,10986 HIGHWAY 87,33.0583,-83.8072,JULIETTE,Monroe,GA,31046,SOUTHERN CO (29%);FLORIDA POWER & LIGHT CO (19%);DALTON UTILITIES (1%);OGLETHORPE POWER CORP (30%);Municipal Electric Authority of Georgia (15%);JEA (6%);,20482460,"C,D"
2014,Sewell Creek Energy,1001151,1031 Sewell Creek Road,33.9486,-85.2769,Cedartown,Polk,GA,30125,SMARR EMC (100%);,94590,"C,D"
2014,Smarr Energy Facility,1001156,1077 RUMBLE RD,32.9856,-83.8464,FORSYTH,Monroe,GA,31029,SMARR EMC (100%);,19268,"C,D"
2014,Sowega Power Project,1007293,2237 HATCHER HILL RD,31.3869,-84.0814,BACONTON,Mitchell,GA,31716,Georgia Energy Cooperative (100%);,34073,"C,D"
2014,Swift Creek Environmental Landfill,1007888,4200 Davis Road,32.82169,-83.51452,Macon,BIBB,GA,31211,"REPUBLIC SERVICES, INC (100%);",19175,HH
2014,THE NUTRASWEET COMPANY,1001740,1762 LOVERS LANE,33.392583,-81.943139,AUGUSTA,RICHMOND,GA,30901,JW CHILDS LP (100%);,0,
2014,THIELE KAOLIN COMPANY REEDY CREEK PLANT,1007678,1735 Thiele Road,33.265588,-82.450119,WRENS,JEFFERSON,GA,30833,THIELE KAOLIN CO (100%);,47616,C
2014,THIELE KAOLIN SANDERSVILLE,1002045,520 KAOLIN RD,32.96749,-82.81749,SANDERSVILLE,WASHINGTON,GA,31082,THIELE KAOLIN CO (100%);,90545,C
2014,TRANSCO STATION 120,1007004,683 VALLEY HILL ROAD,33.567946,-84.254731,STOCKBRIDGE,HENRY,GA,30281,"WILLIAMS PARTNERS, LP (100%);",114191,"C,W"
2014,TRANSCO STATION 125,1009154,1001 James Huff Road,33.829636,-83.691207,Monroe,WALTON,GA,30656,"WILLIAMS PARTNERS, LP (100%);",16257,"C,W"
2014,TRANSCO STATION 130,1008043,117 WINNS LAKE ROAD,34.09976,-83.08435,COMER,MADISON,GA,30629,"WILLIAMS PARTNERS, LP (100%);",100750,"C,W"
2014,Talbot Energy Facility,1005807,9125 CARTLEDGE RD,32.5892,-84.6917,BOX SPRINGS,Talbot,GA,31801,OGLETHORPE POWER CORP (100%);,145946,"C,D"
2014,Tenaska Georgia Generating Station,1001302,2100 GEORGIA BROWN ROAD,33.3516,-84.9996,FRANKLIN,Heard,GA,30217,"Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC (35%);Tyr Energy, Inc. and Chubu Electric Power Co., Inc. (35%);Diamond Generating Corporation (30%);",52856,"C,D"
2014,The NutraSweet Company,1011709,1762 Lovers Lane,33.392583,-81.943139,Augusta,RICHMOND,GA,30903,JW CHILDS LP (100%);,32556,"C,U"
2014,Thomas A. Smith Energy Facility,1000801,925 LOOPERS BRIDGE ROAD,34.7094,-84.9182,DALTON,Murray,GA,30721,OGLETHORPE POWER CORP (100%);,801453,"C,D"
2014,Turkey Run Landfill,1010392,7144 Lone Oak Road,33.163696,-84.848925,Hogansville,,GA,30230,WASTE MANAGEMENT INC (100%);,84245,HH
2014,U S ARMY FORT BENNING MANEUVER CENTER OF EXCELLENCE,1003440,6650 MELOY HALL BLDG. 6,32.36561,-84.877639,FORT BENNING,MUSCOGEE,GA,31905,U.S. Government (100%);,43370,"C,HH"
2014,U.S. AIR FORCE PLANT 6 LOCKHEED MARTIN AERONAUTICS CO,1002775,86 SOUTH COBB DRIVE ZONE 0446,33.93625,-84.533875,MARIETTA,COBB COUNTY,GA,30063,LOCKHEED MARTIN CORP (100%);,37453,C
2014,U.S. AIR FORCE ROBINS AFB GA,1002876,"775 MACON STREET, BUILDING 1555",32.599667,-83.58328,ROBINS AFB,HOUSTON,GA,31098,US Department of Defense (100%);,50171,C
2014,UNIVERSITY OF GEORGIA,1006780,,33.95533,-83.37514,ATHENS,Clarke,GA,30602,The University System of Georgia Board of Regents (100%);,59214,C
2014,W I TAYLOR COUNTY LANDFILL LLC,1007124,COUNTY ROAD 33,32.44889,-84.38639,MAUK,MARION,GA,31058,WASTE INDUSTRIES USA INC (100%);,381454,"C,HH"
2014,WALKER MOUNTAIN LANDFILL-ROME-FLOYD SW COMMISSION,1006025,433 Walker Mt. Road,34.190954,-85.219631,ROME,FLOYD,GA,30161,Rome-Floyd County Solid Waste Commission (100%);,77044,HH
2014,WEYERHAEUSER PORT WENTWORTH,1004901,1 BONNY BRIDGE ROAD,32.155424,-81.159028,SAVANNAH,CHATHAM,GA,31402,Weyerhaeuser (100%);,68702,"AA,C"
2014,"Walton County Power, LLC",1001328,920 BIRCH ST,33.8147,-83.6969,MONROE,Walton,GA,30656,"WALTON COUNTY POWER, LLC (100%);",121694,"C,D"
2014,Wansley (6052),1001015,3461 HOLLINGSWORTH FERRY ROAD,33.4124,-85.0345,FRANKLIN,Heard,GA,30170,SOUTHERN CO (72%);OGLETHORPE POWER CORP (18%);DALTON UTILITIES (1%);Municpal Electric Authority of Georgia (9%);,4879400,"C,D"
2014,Wansley (7946),1007100,3461 HOLLINGSWORTH FERRY RD,33.4082,-85.0399,FRANKLIN,Heard,GA,30217,Municipal Electric Authority of Georgia (100%);,638728,D
2014,Wansley CC,1010612,3461 Hollingsworth Ferry Rd,33.4071,-85.0379,Franklin,HEARD,GA,30170,Southern Company (100%);,2261608,D
2014,"Washington County Power, LLC",1000791,1177 COUNTY LINE ROAD,33.0917,-82.9803,SANDERSVILLE,Washington,GA,31082,"Washington County Power, LLC (100%);",34441,"C,D"
2014,Weyerhaeuser NR Company - Flint River,1006209,2449 Stagecoach Road,32.2531,-84.0691,Oglethorpe,MACON,GA,31068,WEYERHAEUSER CO (100%);,152197,"AA,C,TT"
2014,"Wolf Creek Landfill, LLC",1003711,911 Landfill Road,32.77304,-83.43621,Dry branch,TWIGGS COUNTY,GA,31020,"ADS Waste Holdings, Inc (100%);",171784,"C,HH"
2014,Yates,1001511,708 DYER ROAD,33.4622,-84.8986,NEWNAN,Coweta,GA,30264,SOUTHERN CO (100%);,759662,D
